isolate,endophyte_present,rep,trial,endophyte_strain,colony_area_Fg,colony_area_endophyte,plug_area,colony_area_Fg_minusplug,colony_area_endophyte_minusplug,area_unocupied,date_assesed,date_started,dpi,area_petridish,percent_occupied_Fg,FS
760,yes,2,3,40,14.542,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,25.62691967,na
760,yes,3,3,40,12.926,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,22.77909253,na
760,yes,1,3,70,19.762,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,34.82596523,na
760,yes,2,3,70,7.652,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,13.48488442,na
760,yes,3,3,70,10.392,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,18.31350221,na
760,no,1,3,no endophyte,46.259,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,81.52081397,na
760,no,2,3,no endophyte,35.317,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,62.23806366,na
760,no,3,3,no endophyte,28.962,,0.282743339,0,0,56.17953063,7/12/20,7/30/20,18,56.74501731,51.03884248,na
107H,no,1,1,no endophyte,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,no,2,1,no endophyte,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,no,3,1,no endophyte,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,1,1,37,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,2,1,37,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,3,1,37,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,1,1,40,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,2,1,40,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,3,1,40,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,1,1,70,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,2,1,70,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,3,1,70,0.282743339,0.282743339,0.282743339,0,0,56.17953063,8/8/19,8/8/19,0,56.74501731,0,na
107H,yes,2,1,70,1.088,24.652,0.282743339,0.805256661,24.36925666,31.00501731,8/12/19,8/8/19,4,56.74501731,1.419079065,na
107H,yes,1,1,37,1.093,10.509,0.282743339,0.810256661,10.22625666,45.14301731,8/12/19,8/8/19,4,56.74501731,1.427890412,na
107H,yes,1,1,70,1.165,24.41,0.282743339,0.882256661,24.12725666,31.17001731,8/12/19,8/8/19,4,56.74501731,1.554773799,na
107H,yes,2,1,37,1.259,10.569,0.282743339,0.976256661,10.28625666,44.91701731,8/12/19,8/8/19,4,56.74501731,1.72042711,na
107H,yes,3,1,70,1.524,23.581,0.282743339,1.241256661,23.29825666,31.64001731,8/12/19,8/8/19,4,56.74501731,2.187428465,na
107H,yes,3,1,37,1.609,10.185,0.282743339,1.326256661,9.902256661,44.95101731,8/12/19,8/8/19,4,56.74501731,2.337221353,na
107H,no,3,1,no endophyte,1.654,0.282743339,0.282743339,1.371256661,0,54.80827397,8/12/19,8/8/19,4,56.74501731,2.41652347,na
107H,yes,2,1,40,1.711,27.141,0.282743339,1.428256661,26.85825666,27.89301731,8/12/19,8/8/19,4,56.74501731,2.516972818,na
107H,no,2,1,no endophyte,2.906,0.282743339,0.282743339,2.623256661,0,53.55627397,8/12/19,8/8/19,4,56.74501731,4.622884591,na
107H,yes,3,1,40,3.291,26.412,0.282743339,3.008256661,26.12925666,27.04201731,8/12/19,8/8/19,4,56.74501731,5.301358258,na
107H,yes,1,1,40,3.382,23.906,0.282743339,3.099256661,23.62325666,29.45701731,8/12/19,8/8/19,4,56.74501731,5.461724762,na
107H,no,1,1,no endophyte,3.739,0.282743339,0.282743339,3.456256661,0,52.72327397,8/12/19,8/8/19,4,56.74501731,6.09085489,na
107H,yes,3,1,70,2.222,54.562,0.282743339,1.939256661,54.27925666,0,8/19/19,8/8/19,11,56.74501731,3.417492413,na
107H,yes,2,1,70,2.566,51.494,0.282743339,2.283256661,51.21125666,2.685017305,8/19/19,8/8/19,11,56.74501731,4.023713041,na
107H,yes,1,1,70,2.605,54.438,0.282743339,2.322256661,54.15525666,0,8/19/19,8/8/19,11,56.74501731,4.092441542,na
107H,yes,3,1,37,3.153,47.009,0.282743339,2.870256661,46.72625666,6.583017305,8/19/19,8/8/19,11,56.74501731,5.556434996,na
